Kennzeichen,Beispiel
BP,"Unter den Begriff Drucker fallen: Drucker , eine Berufsbezeichnung für die Tätigkeit der Herstellung von Druckerzeugnissen Drucker , ein Gerät in der EDV zum Ausdrucken. Als Kennung eines Leuchtfeuers bezeichnet man die Eigenschaften, die in der Nacht dessen Identifizierung ermöglichen. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
BP,Absolutdrucksensor
BP,"Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BP,Absolutdruckschalter
BP,"Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
BP,Absolutdruckmesswertgeber
BP,"Ein Messwert ist der Wert einer Messgröße, der von einem Messgerät oder einer Messeinrichtung geliefert wird. Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
BP,Differenzialdrucksensor
BP,". Ein Drucksensor gehört zur Gruppe der Druckmessgeräte, welche als erstes Glied einer Messkette die physikalische Größe Druck in eine elektrische Ausgangsgröße als Maß für den. "
BP,Differenzialdruckschalter
BP,". Druckschalter sind mechanische oder elektronische Schalter, die durch Druckänderungen eines gasförmigen oder flüssigen Mediums, z. "
BP,Differenzialdruckmesswertgeber
BP,". Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
BP,Manometer
BP,. 
BP,Druckwächter
BP,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Wacht steht für: Wache oder Wachdienst für Orte oder Objekte Wachposten oder eine bewachende Einrichtung Wacht , seit dem Mittelalter ein Begriff zur Aufteilung einer. "
BP,Drucksensor
BP,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BP,Druckschalter
BP,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
BP,Druckaufnehmer
BP,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. . "
BP,Relativdruckdetektor
BP,". Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BP,Relativdrucksensor
BP,". Ein Drucksensor gehört zur Gruppe der Druckmessgeräte, welche als erstes Glied einer Messkette die physikalische Größe Druck in eine elektrische Ausgangsgröße als Maß für den. "
BP,Relativdrucksensor
BP,". Ein Drucksensor gehört zur Gruppe der Druckmessgeräte, welche als erstes Glied einer Messkette die physikalische Größe Druck in eine elektrische Ausgangsgröße als Maß für den. "
BQ,Erkennungsobjekt für Substanzkonzentration
BQ,Konzentrationserkennungsobjekt
BQ,"Erkennung bezeichnet einen kognitiven Prozess der Abstraktion, bei dem eine Wahrnehmung einem Begriff, Konzept oder einer Identifizierung zugeordnet wird. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
BQ,CO Konzentrationssensor
BQ,CO2 Konzentrationssensor
BQ,Konzentrationssensor
BQ,"Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BQ,Konzentrationserkennungsschalter
BQ,"Erkennung bezeichnet einen kognitiven Prozess der Abstraktion, bei dem eine Wahrnehmung einem Begriff, Konzept oder einer Identifizierung zugeordnet wird. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
BQ,Nebeldetektor
BQ,"Unter Nebel versteht man in der Meteorologie einen Teil der Atmosphäre, in dem Wassertröpfchen fein verteilt sind, und der in Kontakt mit dem Boden steht,. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Nebelsensor
BQ,"Unter Nebel versteht man in der Meteorologie einen Teil der Atmosphäre, in dem Wassertröpfchen fein verteilt sind, und der in Kontakt mit dem Boden steht,. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BQ,Gaskonzentrationsdetektor
BQ,"Neben fest und flüssig ist gasförmig einer der drei klassischen Aggregatzustände. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Gaskonzentrationsmessgerät
BQ,Neben fest und flüssig ist gasförmig einer der drei klassischen Aggregatzustände. Messgeräte dienen zur Bestimmung geometrischer oder physikalischer Größen. 
BQ,Flüssigkeitskonzentrationsdetektor
BQ,"Eine Flüssigkeit ist Materie im flüssigen Aggregatzustand. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Flüssigkeitskonzentrationsmessgerät
BQ,Eine Flüssigkeit ist Materie im flüssigen Aggregatzustand. Messgeräte dienen zur Bestimmung geometrischer oder physikalischer Größen. 
BQ,NH3 Konzentrationssensor
BQ,Benzinkonzentrationssensor
BQ,"Benzin steht für: Motorenbenzin – hier auch die Wortherleitung Leichtbenzin Schwerbenzin Testbenzin, Lösungs- und Extraktionsmittel Wundbenzin, siehe Petrolether #Wundbenzinandere Treibstoffe: Fahrbenzin, das Benzin in der. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BQ,Rauchdetektor
BQ,. 
BQ,Rauchsensor
BQ,Rauchschalter
BQ,Ein Rauchschalter wird im vorbeugenden anlagentechnischen Brandschutz eingesetzt und erkennt frühzeitig sowohl Schwelbrände als auch offene Brände mit Rauchentwicklung. 
BQ,Feststoffkonzentrationsdetektor
BQ,". Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Feststoffkonzentrationsmessgerät
BQ,. Messgeräte dienen zur Bestimmung geometrischer oder physikalischer Größen. 
BQ,Trübedetektor
BQ,"Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Trübesensor
BQ,"Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BQ,Sichtbarkeitsdetektor
BQ,"Sichtbarkeit steht für: allgemein die Erkennbarkeit durch das Auge, siehe Visuelle Wahrnehmung Sichtbarkeit , die Zeitspanne zwischen Auf- und Untergang eines astronomischen Objektes Freisichtigkeit, die. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BQ,Sichtbarkeitssensor
BQ,"Sichtbarkeit steht für: allgemein die Erkennbarkeit durch das Auge, siehe Visuelle Wahrnehmung Sichtbarkeit , die Zeitspanne zwischen Auf- und Untergang eines astronomischen Objektes Freisichtigkeit, die. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BR,Erkennungsobjekt für Strahlung
BR,Strahlungserkennungsobjekt
BR,"Der Begriff Strahlung bezeichnet die Ausbreitung von Teilchen oder Wellen. Erkennung bezeichnet einen kognitiven Prozess der Abstraktion, bei dem eine Wahrnehmung einem Begriff, Konzept oder einer Identifizierung zugeordnet wird. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
BR,Elektromagnetwellendetektor
BR,". Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BR,Messgerät für elektromagnetische Wellen
BR,Geigerzähler
BR,"Geiger bezeichnet: einen Musiker, siehe Geiger einen Familiennamen, siehe Geiger , dort zu den Namensträgern einen Asteroiden, siehe Geiger einen Mondkrater, siehe Geiger die Geiger. Zahlen sind abstrakte mathematische Objekte beziehungsweise Objekte des Denkens, die sich historisch aus Vorstellungen von Größe und Anzahl entwickelten. "
BR,Gammastrahlungsdetektor
BR,"Gammastrahlung – auch ɣ-Strahlung geschrieben – ist im engeren Sinne eine besonders durchdringende elektromagnetische Strahlung, die bei spontanen Umwandlungen der Atomkerne vieler natürlich vorkommender oder. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BR,Irsensor
BR,Lichtschranke
BR,". Anke steht für: Anke , weiblicher Vorname Anke , Fernsehserie mit Anke Engelke Anke , ein Goldschmiedewerkzeug, das zusammen mit Punzen benutzt wird die Lachsforelle. "
BR,Lichtdetektor
BR,Lichtmessgerät
BR,Lichtsender
BR,Leitungsdetektor
BR,"Leitung steht für: Leitung , einen Übertragungsweg für Nachrichtenverbindungen Elektrische Leitung, ein System zur Übertragung von elektrischem Strom Rohrleitung, eine Anlage zum Zweck des Transports. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BR,Dämmerungsschalte
BR,"Als Dämmerung bezeichnet man den fließenden Übergang von Lichtverhältnissen zu Anfang und Ende des lichten Tages im Wechsel zur Nacht, die aufgrund des Sonnenstandes und. "
BR,r LuxSensor
BR,Fotozelle
BR,"Foto steht für: Fotografie, bildgebendes Verfahren Abbild, das bei o. Zelle steht für: Wissenschaft: Zelle , kleinste lebende Einheit eines Lebewesens Zelle , eine geschlossene kleine Gruppe gemeinsam agierender Personen Zelle , kreisförmige Luftströmung in. "
BR,Radarsensor
BR,"Radar ist die Abkürzung für radio detection and ranging oder radio direction and ranging , zwischenzeitlich radio aircraft detection and ranging und ist die Bezeichnung. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BR,Strahlungsmessgerät
BR,Der Begriff Strahlung bezeichnet die Ausbreitung von Teilchen oder Wellen. Messgeräte dienen zur Bestimmung geometrischer oder physikalischer Größen. 
BR,Strahlungsdetektor
BR,"Der Begriff Strahlung bezeichnet die Ausbreitung von Teilchen oder Wellen. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BR,Uvsensor
BS,Erkennungsobjekt für Zeitbereich
BS,Zeitbereicherkennungsobjekt
BS,". Erkennung bezeichnet einen kognitiven Prozess der Abstraktion, bei dem eine Wahrnehmung einem Begriff, Konzept oder einer Identifizierung zugeordnet wird. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
BS,Beschleunigungsaufnehmer Relais
BS,Beschleunigungsmesswertgeber
BS,"Beschleunigung ist in der Physik die Änderung des Bewegungszustands eines Körpers. Ein Messwert ist der Wert einer Messgröße, der von einem Messgerät oder einer Messeinrichtung geliefert wird. Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
BS,Taktraten Erkennungsschalter
BS,Taktratensensor
BS,"Die Taktrate ist in der Digitaltechnik eine Eigenschaft eines booleschen Taktsignals; im Verkehrswesen der zeitliche Abstand der Zugfolge zwischen zwei hintereinander fahrenden Zügen. Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. "
BS,Taktratenmesswertgeber
BS,"Die Taktrate ist in der Digitaltechnik eine Eigenschaft eines booleschen Taktsignals; im Verkehrswesen der zeitliche Abstand der Zugfolge zwischen zwei hintereinander fahrenden Zügen. Ein Messwert ist der Wert einer Messgröße, der von einem Messgerät oder einer Messeinrichtung geliefert wird. Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
BS,Frequenzmesswertgeber
BS,"Die Frequenz ist in Physik und Technik ein Maß dafür, wie schnell bei einem periodischen Vorgang die Wiederholungen aufeinander folgen, z. Ein Messwert ist der Wert einer Messgröße, der von einem Messgerät oder einer Messeinrichtung geliefert wird. Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
BS,Bewegungsdetektor
BS,"Bewegung steht für: Bewegung , Ortsveränderung mit der Zeit Bewegung , Positions- und Lageveränderungen von Gelenken Bewegung , affine Drehung oder Drehspiegelung im Raum Bewegung. Detektor steht für: Sensor, ein technisches Bauteil einen Gerätetyp für den Radioempfang, siehe Detektorempfänger in der Physik einen Strahlungsdetektor oder Teilchendetektor den Metalldetektor zum Auffinden. "
BS,Bewegungsmesswertgeber
BS,"Bewegung steht für: Bewegung , Ortsveränderung mit der Zeit Bewegung , Positions- und Lageveränderungen von Gelenken Bewegung , affine Drehung oder Drehspiegelung im Raum Bewegung. Ein Messwert ist der Wert einer Messgröße, der von einem Messgerät oder einer Messeinrichtung geliefert wird. Geber ist die Bezeichnung für eine Person, eine Organisation oder ein Gerät, die oder das etwas gibt: Funktion von Personen Kreditgeber Geber von Zuschüssen und. "
